item_id,title,brand,price,categories,item_attributes
6880,"FASH Professional Bold, Bright and Vivid 120 Color Eyeshadow Palette Makeup Cosmetics",unknown,11.99,Makeup|Makeup Sets,"Brand: unknown, Price: 11.99, Categories: Makeup|Makeup Sets"
6881,"FASH 42 Color Double Stack Shadow and Blush, Shimmer",unknown,9.99,Makeup|Eyes|Eye Shadow,"Brand: unknown, Price: 9.99, Categories: Makeup|Eyes|Eye Shadow"
6882,"FASH Professional 180 Color Eyeshadow Palette (makeup, cosmetic)",unknown,unknown,Makeup|Makeup Sets,"Brand: unknown, Price: unknown, Categories: Makeup|Makeup Sets"
6883,"Almay One Coat Get Up and Grow Mascara, Black, 0.21-Ounce",Almay,5.6,Makeup|Eyes|Mascara,"Brand: Almay, Price: 5.6, Categories: Makeup|Eyes|Mascara"
6884,NYX Round Long Lasting Lip Gloss 36pc Full Size (in 36 different colors) with free cosmetic bag,NYX,51.99,Makeup|Lips|Lip Glosses,"Brand: NYX, Price: 51.99, Categories: Makeup|Lips|Lip Glosses"
6885,Babyliss babnt150s nano titanium 1-1/2&quot; 450 degrees spring Curling Iron. Sol-Gel Technology.,BaBylissPRO,34.59,Hair Care|Styling Tools|Irons|Curling Irons,"Brand: BaBylissPRO, Price: 34.59, Categories: Hair Care|Styling Tools|Irons|Curling Irons"
6886,"Babyliss Pro BABNT100S Professional Nano Titanium Spring Curling Iron, 1 Inch",BaBylissPRO,30.99,Hair Care|Styling Tools|Irons|Curling Irons,"Brand: BaBylissPRO, Price: 30.99, Categories: Hair Care|Styling Tools|Irons|Curling Irons"
6887,Duffy's Brew Original Beer Shampoo - 8oz,unknown,unknown,Hair Care|Shampoos,"Brand: unknown, Price: unknown, Categories: Hair Care|Shampoos"
6888,John Frieda Radiant Red Color Magnifying Daily Conditioner,John Frieda,7.59,Hair Care|Conditioners,"Brand: John Frieda, Price: 7.59, Categories: Hair Care|Conditioners"
6889,Prime Time Foundation Primer,Bare Escentuals,3.95,Makeup|Face|Foundation Primers,"Brand: Bare Escentuals, Price: 3.95, Categories: Makeup|Face|Foundation Primers"
6890,"12 Benefits Instant Healthy Hair Treatment, 6 oz",12 Benefits,14.99,Hair Care|Hair & Scalp Treatments,"Brand: 12 Benefits, Price: 14.99, Categories: Hair Care|Hair & Scalp Treatments"
6891,Conair Makeup Mirror BE103,unknown,unknown,Tools & Accessories|Mirrors|Makeup Mirrors,"Brand: unknown, Price: unknown, Categories: Tools & Accessories|Mirrors|Makeup Mirrors"
6892,BRTC BB CREAM &quot;BLEMISH RECOVER BALM&quot; 40ml,BRTC,17.11,Skin Care|Face|Creams & Moisturizers,"Brand: BRTC, Price: 17.11, Categories: Skin Care|Face|Creams & Moisturizers"
6893,Tintocil Brown Cream Dye Brow Tint,Tintocil Brow Tint,15.0,Makeup|Eyes|Eyebrow Color,"Brand: Tintocil Brow Tint, Price: 15.0, Categories: Makeup|Eyes|Eyebrow Color"
6894,Tintocil Auburn Cream Dye Brow Tint,Tintocil,15.0,Makeup|Eyes|Eyebrow Color,"Brand: Tintocil, Price: 15.0, Categories: Makeup|Eyes|Eyebrow Color"
6895,"Earthly Body Glow Oil, Nag Champa, Hemp Seed, 8-Ounce",Earthly Body,11.2,Skin Care|Body|Moisturizers|Oils,"Brand: Earthly Body, Price: 11.2, Categories: Skin Care|Body|Moisturizers|Oils"
6896,"Babyliss Pro Onomh125s One 'n Only Argan Heat Ceramic Curling Iron, 1-1/4-Inches",BaBylissPRO,30.99,Hair Care|Styling Tools|Irons|Curling Irons,"Brand: BaBylissPRO, Price: 30.99, Categories: Hair Care|Styling Tools|Irons|Curling Irons"
6897,Fresh Sugar Lip Polish 0.6 oz,Fresh,24.99,Skin Care|Face|Cleansers,"Brand: Fresh, Price: 24.99, Categories: Skin Care|Face|Cleansers"
6898,Splashing Pearl 90 Eyeshadow (Eye Shadow) Cosmetics Makeup Palette,unknown,10.95,Makeup|Eyes|Eye Shadow,"Brand: unknown, Price: 10.95, Categories: Makeup|Eyes|Eye Shadow"
6899,"OGX Renewing Argan Oil of Morocco Conditioner, 13 Ounce",OGX,7.89,Hair Care|Conditioners,"Brand: OGX, Price: 7.89, Categories: Hair Care|Conditioners"
6900,"OGX Renewing Argan Oil of Morocco Shampoo, 13 Ounce",OGX,8.82,Hair Care|Shampoos,"Brand: OGX, Price: 8.82, Categories: Hair Care|Shampoos"
6901,"Revlon Photoready Compact Makeup, Vanilla, 0.35-Ounce",Revlon,5.75,Makeup|Face|Powder,"Brand: Revlon, Price: 5.75, Categories: Makeup|Face|Powder"
6902,"Almay Smart Shade Smart Balance Pressed Powderlight/medium, 0.20-Ounce",Almay,22.45,Makeup|Face|Powder,"Brand: Almay, Price: 22.45, Categories: Makeup|Face|Powder"
6903,NYX Eye Brow Shaper Wax,NYX,7.91,Makeup|Eyes|Eyebrow Color,"Brand: NYX, Price: 7.91, Categories: Makeup|Eyes|Eyebrow Color"
6904,Diane Wig T-pins * 2&quot; Long * Silver * Package Of 12,Diane,4.19,Hair Care|Styling Tools|Styling Accessories|Hair Pins,"Brand: Diane, Price: 4.19, Categories: Hair Care|Styling Tools|Styling Accessories|Hair Pins"
6905,"Enjoy Hydrating Conditioner, 33.8-Ounce",Enjoy,25.49,Hair Care,"Brand: Enjoy, Price: 25.49, Categories: Hair Care"
6906,WEN&reg; Sweet Almond Mint Cleansing Conditioner 16oz,WEN&reg; by Chaz Dean,30.0,Hair Care|Conditioners,"Brand: WEN&reg; by Chaz Dean, Price: 30.0, Categories: Hair Care|Conditioners"
6907,"Radiance by Britney Spears, Eau De Parfum Spray, 3.3-Ounce",Britney Spears,25.0,Fragrance|Women's|Eau de Parfum,"Brand: Britney Spears, Price: 25.0, Categories: Fragrance|Women's|Eau de Parfum"
6908,Miracle Skin Transformer Face - SPF 20 - Translucent,Miracle Skin Transformer,28.99,Makeup|Face|Foundation,"Brand: Miracle Skin Transformer, Price: 28.99, Categories: Makeup|Face|Foundation"
6909,"Nicole by OPI Nail Treatment, Drying Drops for Nail Lacquer, 0.5 Fluid Ounce",OPI,8.0,Tools & Accessories|Nail Tools|Nail Dryers,"Brand: OPI, Price: 8.0, Categories: Tools & Accessories|Nail Tools|Nail Dryers"
6910,"#1 BEST Hydra B5 Gel Keeps Skin Soft &amp; Moisturized! Advanced Formula Enriched With Vitamins &amp; Hyaluronic Acid, Real Hydration, Most Effective, Best Deal On Amazon, Highly Concentrated 1fl oz / 30ml",unknown,29.95,Skin Care|Face|Oils & Serums,"Brand: unknown, Price: 29.95, Categories: Skin Care|Face|Oils & Serums"
6911,"Ojoba Collective Raw, Unrefined Shea Butter: Fresh &amp; Creamy - Naturally Nourishing Skin Cream 100% Fair Trade from Ghana (4 oz/113g) Unscented",unknown,14.95,Skin Care|Hands & Nails|Hand Creams & Lotions,"Brand: unknown, Price: 14.95, Categories: Skin Care|Hands & Nails|Hand Creams & Lotions"
6912,"Almay Wake-up Hydrating Makeup, Naked, 0.35-Ounce",Almay,9.99,Bath & Body|Scrubs & Body Treatments|Body Scrubs,"Brand: Almay, Price: 9.99, Categories: Bath & Body|Scrubs & Body Treatments|Body Scrubs"
6913,"Almay Wake-up Hydrating Makeup, Ivory, 0.35-Ounce",Almay,9.29,Makeup|Face|Foundation,"Brand: Almay, Price: 9.29, Categories: Makeup|Face|Foundation"
6914,Schwarzkopf Professional Bonacure Repair Rescue Treatment 6.8 fl oz (200 ml),Bonacure,7.99,Hair Care|Hair & Scalp Treatments,"Brand: Bonacure, Price: 7.99, Categories: Hair Care|Hair & Scalp Treatments"
6915,10 Pairs Professional Make Up False Eye lash Eyelashes-For Christmas Gift,Hi-eseller Store,0.98,Tools & Accessories|Makeup Brushes & Tools|Eyelash Tools|Fake Eyelashes & Adhesives,"Brand: Hi-eseller Store, Price: 0.98, Categories: Tools & Accessories|Makeup Brushes & Tools|Eyelash Tools|Fake Eyelashes & Adhesives"
6916,The Brush Guard Variety Pack,unknown,8.95,Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators,"Brand: unknown, Price: 8.95, Categories: Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators"
6917,Clarisonic Pro Sonic Skin Cleansing for Face and Body - Pink,unknown,unknown,Tools & Accessories|Makeup Brushes & Tools|Treatment Tools|Face Cleansing Brushes,"Brand: unknown, Price: unknown, Categories: Tools & Accessories|Makeup Brushes & Tools|Treatment Tools|Face Cleansing Brushes"
6918,BONAMART &reg; Hair Bun Sponge Hair Bang Clips (Small) [Apparel],Bonamart,1.38,Hair Care|Styling Tools|Styling Accessories|Clips,"Brand: Bonamart, Price: 1.38, Categories: Hair Care|Styling Tools|Styling Accessories|Clips"
6919,BDS - Taiwan's Famous Hair Bun Sponge Hair Bang Clips (Large),Taiwan,0.49,Hair Care|Styling Tools|Styling Accessories|Clips,"Brand: Taiwan, Price: 0.49, Categories: Hair Care|Styling Tools|Styling Accessories|Clips"
6920,Starry Long Lasting Waterproof Eyeliner Gel with Brush Choclate Brown,Starry,4.85,Makeup|Eyes|Eyeliner,"Brand: Starry, Price: 4.85, Categories: Makeup|Eyes|Eyeliner"
6921,"Creed Aventus by Creed Eau De Parfum Spray for Men, 2.50-Ounce",Creed,165.65,Fragrance|Men's|Eau de Parfum,"Brand: Creed, Price: 165.65, Categories: Fragrance|Men's|Eau de Parfum"
6922,"#1 BEST Vitamin C 20% Serum + Ferulic Acid &amp; Hyaluronic Acid For Maximum Anti-Aging! 100% Safe &amp; Effective! Highly Concentrated Solution To Repair, Protect, &amp; Prevent Skin Aging. No Parabens Or Oils! Stimulate Collagen, Antioxidants Neutralize Free Radicals, 1 oz / 30 ml",Cosmetic Skin Solutions LLC,36.99,Skin Care|Face|Oils & Serums,"Brand: Cosmetic Skin Solutions LLC, Price: 36.99, Categories: Skin Care|Face|Oils & Serums"
6923,"Mizani Moisturizing Leave-In Milk, D'tangle, 8.5 Ounce",MIZANI,7.6,Hair Care|Hair & Scalp Treatments,"Brand: MIZANI, Price: 7.6, Categories: Hair Care|Hair & Scalp Treatments"
6924,Aquasentials Soap Dish (3 Pack),unknown,unknown,Bath & Body|Cleansers|Soaps,"Brand: unknown, Price: unknown, Categories: Bath & Body|Cleansers|Soaps"
6925,The Brush Guard--Shadow/Liner Package,unknown,8.95,Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators,"Brand: unknown, Price: 8.95, Categories: Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators"
6926,"Almay Oil-free Eye Makeup Remover Pads, 120-Count (Pack of 2)",Almay,16.29,Makeup|Makeup Remover|Eyes,"Brand: Almay, Price: 16.29, Categories: Makeup|Makeup Remover|Eyes"
6927,Devoted Creations Forever Black 50XXX Tanning Lotion Instantly Dark Dramatic Bronzing Gelee 12.25 oz,Devoted Creations,25.06,Skin Care|Sun|Tanning Oils,"Brand: Devoted Creations, Price: 25.06, Categories: Skin Care|Sun|Tanning Oils"
6928,"HOT TOOLS HTBW1850 Petite Tapered Curling Iron, Black/White, 3/4 Inch To 3/8 Inch",Hot Tools,26.98,Hair Care|Styling Tools|Irons|Curling Irons,"Brand: Hot Tools, Price: 26.98, Categories: Hair Care|Styling Tools|Irons|Curling Irons"
6929,SalsaLoosa Hair Wrap by Dancing with the Stars - R6,Dancing with the Stars,16.99,Hair Care|Styling Products|Hair Extensions & Wigs|Hairpieces,"Brand: Dancing with the Stars, Price: 16.99, Categories: Hair Care|Styling Products|Hair Extensions & Wigs|Hairpieces"
6930,"NYX Eye Brow Push-Up Bra, Lift and Draw Brown/Pale Pink Highlighter, EBPB01",NYX,9.28,Makeup|Eyes|Eyebrow Color,"Brand: NYX, Price: 9.28, Categories: Makeup|Eyes|Eyebrow Color"
6931,Olay Bath 4-Bar Luscious Embrace 4 Count 4.25 Oz Each (Pack of 2),Olay,17.39,Bath & Body|Cleansers|Soaps,"Brand: Olay, Price: 17.39, Categories: Bath & Body|Cleansers|Soaps"
6932,"Olay Moisturizing Body Wash, Luscious Orchid, 18 Fluid Ounce (Pack of 2)",Olay,18.61,Bath & Body|Cleansers|Body Washes,"Brand: Olay, Price: 18.61, Categories: Bath & Body|Cleansers|Body Washes"
6933,Olay Body Lotion Luscious Orchid Pump 11.8 Fl Oz (Pack of 2),Olay,22.0,Skin Care|Body|Moisturizers|Lotions,"Brand: Olay, Price: 22.0, Categories: Skin Care|Body|Moisturizers|Lotions"
6934,"Olay Body Lotion, Silky Berry, 11.8 Fluid Ounce (Pack of 2)",Olay,24.78,Skin Care|Body|Moisturizers|Lotions,"Brand: Olay, Price: 24.78, Categories: Skin Care|Body|Moisturizers|Lotions"
6935,"Olay Cleansing Body Wash, Silky Berry, 23.6 Fluid Ounce (Pack of 2)",Olay,23.99,Bath & Body|Cleansers|Body Washes,"Brand: Olay, Price: 23.99, Categories: Bath & Body|Cleansers|Body Washes"
6936,"Coastal Scents Think Pink Palette, 8.5-Ounce",Coastal Scents,18.88,Makeup|Makeup Palettes,"Brand: Coastal Scents, Price: 18.88, Categories: Makeup|Makeup Palettes"
6937,"Coastal Scents Fall Festival Palette, 8.5-Ounce",Coastal Scents,12.94,Makeup|Eyes|Eye Shadow,"Brand: Coastal Scents, Price: 12.94, Categories: Makeup|Eyes|Eye Shadow"
6938,"Garnier Fructis Shampoo, Fortifying, Pure Clean, Normal Hair, 13 oz.",Garnier,4.99,Hair Care|Shampoos,"Brand: Garnier, Price: 4.99, Categories: Hair Care|Shampoos"
6939,Grisi Bio Sulfur Soap with Lanolin 1-pack 4.4 Oz.,Grisi,4.6,Bath & Body|Cleansers|Soaps,"Brand: Grisi, Price: 4.6, Categories: Bath & Body|Cleansers|Soaps"
6940,The Brush Guard Powder/Kabuki Pack 4 Large,unknown,8.95,Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators,"Brand: unknown, Price: 8.95, Categories: Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators"
6941,100% Pure Concentrated Serum - Super Fruits 30ml/1oz,100% Pure,34.72,Skin Care|Face|Creams & Moisturizers,"Brand: 100% Pure, Price: 34.72, Categories: Skin Care|Face|Creams & Moisturizers"
6942,100 Percent Pure Brightening Night Balm 1.2 oz.,100% Pure,35.0,Skin Care|Face|Creams & Moisturizers|Night Creams,"Brand: 100% Pure, Price: 35.0, Categories: Skin Care|Face|Creams & Moisturizers|Night Creams"
6943,Revlon RVSP3505B1 Skin Renewal Cleansing System,Revlon,19.5,Tools & Accessories|Makeup Brushes & Tools|Treatment Tools|Face Cleansing Brushes,"Brand: Revlon, Price: 19.5, Categories: Tools & Accessories|Makeup Brushes & Tools|Treatment Tools|Face Cleansing Brushes"
6944,Benefit Cosmetics Bella Bamba 3D Brightening Watermelon Pink Face Powder/Blush (8g/.28oz),Benefit Cosmetics,56.99,Makeup|Face|Bronzers & Highlighters,"Brand: Benefit Cosmetics, Price: 56.99, Categories: Makeup|Face|Bronzers & Highlighters"
6945,Secret Clinical Strength Advanced Solid Antiperspirant and Deodorant Light And Fresh Scent 1.6 Ounce,Secret,6.48,Skin Care|Body|Moisturizers|Oils,"Brand: Secret, Price: 6.48, Categories: Skin Care|Body|Moisturizers|Oils"
6946,Neutrogena Hand Cream Norwegian Formula Fragrance Free 2 Oz (Pack of 3),Neutrogena,13.49,Skin Care|Hands & Nails|Hand Creams & Lotions,"Brand: Neutrogena, Price: 13.49, Categories: Skin Care|Hands & Nails|Hand Creams & Lotions"
6947,"FASH Professional makeup Brush Set with Leather Pouch, 12-Piece, For Eye Shadow, Blush, Eyeliner, eyebrow.....",unknown,6.99,Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators,"Brand: unknown, Price: 6.99, Categories: Tools & Accessories|Makeup Brushes & Tools|Brushes & Applicators"
6948,"NYX Cosmetics Eyebrow Marker, EBM01",NYX,9.35,Makeup|Eyes|Eyebrow Color,"Brand: NYX, Price: 9.35, Categories: Makeup|Eyes|Eyebrow Color"
6949,Smash Box Photo Finish Foundation Primer Oil Free 30ml/1oz,Smashbox,41.5,Makeup|Face|Foundation Primers,"Brand: Smashbox, Price: 41.5, Categories: Makeup|Face|Foundation Primers"
6950,"Mizani D'Tangle Moisturizing Leave-in Milk, 8.5 oz",MIZANI,10.99,Hair Care|Conditioners,"Brand: MIZANI, Price: 10.99, Categories: Hair Care|Conditioners"
6951,"Elma and Sana Moroccan Black Soap, Eucalyptus, 9 Ounce",ELMA&amp;SANA,9.0,Bath & Body|Cleansers|Soaps,"Brand: ELMA&amp;SANA, Price: 9.0, Categories: Bath & Body|Cleansers|Soaps"
6952,"Ed Hardy Born Wild by Christian Audigier for Women, Eau de Parfum Spray, 1.7 Ounce",Christian Audigier,7.7,Fragrance|Women's|Eau de Parfum,"Brand: Christian Audigier, Price: 7.7, Categories: Fragrance|Women's|Eau de Parfum"
6953,Pearl Enterprises M.T. ROLLER 1.5mm Micro Needle Roller Skin Care Therapy Dermatology System (Dermaroller),unknown,12.98,Skin Care|Face,"Brand: unknown, Price: 12.98, Categories: Skin Care|Face"
6954,Starry Long Lasting Waterproof Eyeliner Gel with Brush Midnight Sky Dark Navy Blue,Starry,4.92,Makeup|Eyes|Eyeliner,"Brand: Starry, Price: 4.92, Categories: Makeup|Eyes|Eyeliner"
6955,"Dove go fresh Cool Moisture Body Wash, Value Pack, 24 Ounce, 3 Count",Dove,21.2,Bath & Body|Scrubs & Body Treatments|Body Scrubs,"Brand: Dove, Price: 21.2, Categories: Bath & Body|Scrubs & Body Treatments|Body Scrubs"
6956,100% Pure Pink Grapefruit Nourishing Body Cream (8 oz Tube),100% Pure,17.0,Skin Care|Body|Moisturizers|Creams,"Brand: 100% Pure, Price: 17.0, Categories: Skin Care|Body|Moisturizers|Creams"
6957,"Guerlain Shalimar Eau De Parfum Spray for Women, 3 Ounce",GUERLAIN,62.8,Skin Care|Body|Moisturizers|Lotions,"Brand: GUERLAIN, Price: 62.8, Categories: Skin Care|Body|Moisturizers|Lotions"
6958,500 White False French Nail Art Tips Uv Acrylic 064,NON,2.84,Tools & Accessories|Nail Tools|False Nails,"Brand: NON, Price: 2.84, Categories: Tools & Accessories|Nail Tools|False Nails"
6959,"Taj Sunset by Escada for Women, Eau de Toilette Spray, 3.4 Ounce",Escada,59.95,Fragrance|Women's|Eau de Toilette,"Brand: Escada, Price: 59.95, Categories: Fragrance|Women's|Eau de Toilette"
6960,OPI Natural Nail Base Coat &amp; Top Coat COMBO FULL SIZE .5,OPI,7.75,Makeup|Nails|Top & Base Coats,"Brand: OPI, Price: 7.75, Categories: Makeup|Nails|Top & Base Coats"
6961,"NYX Liquid Crystal Liner, Crystal Gold, 0.384 Ounce",NYX,5.95,Makeup|Body|Body Glitter,"Brand: NYX, Price: 5.95, Categories: Makeup|Body|Body Glitter"
6962,"NYX Liquid Crystal Liner, Crystal Pink, 0.17 Ounce",NYX,5.94,Makeup|Eyes|Eyeliner,"Brand: NYX, Price: 5.94, Categories: Makeup|Eyes|Eyeliner"
6963,"Colour Stylist Strengthening Control Hairspray Unisex Spray by Pureology, 11 Ounce",Pureology,22.3,Hair Care|Styling Products|Hair Sprays,"Brand: Pureology, Price: 22.3, Categories: Hair Care|Styling Products|Hair Sprays"
6964,"Dove VisibleCare Body Wash, Renewing Creme, 18oz",Dove,8.96,Bath & Body|Cleansers|Body Washes,"Brand: Dove, Price: 8.96, Categories: Bath & Body|Cleansers|Body Washes"
6965,"Dove, Nourishing  Body Wash, Cr&egrave;me Mousse, Gentle Exfoliating, 18 ounce",Dove,5.45,Skin Care|Body|Moisturizers|Oils,"Brand: Dove, Price: 5.45, Categories: Skin Care|Body|Moisturizers|Oils"
6966,Anti-aging Cream - Perfective Ceuticals Divine Age Guardian Cream with Growth Factor,unknown,unknown,Skin Care|Face|Creams & Moisturizers|Night Creams,"Brand: unknown, Price: unknown, Categories: Skin Care|Face|Creams & Moisturizers|Night Creams"
6967,Swissco Satin Sleep Mask Zebra Print,Swissco,4.75,Skin Care|Hands & Nails|Paraffin Baths,"Brand: Swissco, Price: 4.75, Categories: Skin Care|Hands & Nails|Paraffin Baths"
6968,Swissco Satin Sleep Mask Leopard Print,Swissco,3.99,Skin Care|Hands & Nails|Paraffin Baths,"Brand: Swissco, Price: 3.99, Categories: Skin Care|Hands & Nails|Paraffin Baths"
6969,Proactiv Solution 4pc Micro-Crystal 60 Day Acne Treatment Kit,Proactiv,35.95,Skin Care|Face|Sets & Kits,"Brand: Proactiv, Price: 35.95, Categories: Skin Care|Face|Sets & Kits"
6970,"Karen Low Pure Pink Eau De Parfum Spray for Women, 3.4 Ounce",Karen Low,15.6,Fragrance|Women's|Eau de Parfum,"Brand: Karen Low, Price: 15.6, Categories: Fragrance|Women's|Eau de Parfum"
6971,"L'Oreal Paris True Match Concealer, Fair/Light Neutral, 0.17 Ounces",L&#39;Oreal Paris,7.16,Makeup|Face|Concealers & Neutralizers,"Brand: L&#39;Oreal Paris, Price: 7.16, Categories: Makeup|Face|Concealers & Neutralizers"
6972,"L'Oreal Paris Wear Infinite Eye Shadow Singles, Lush Raven, 0.1 Ounces",L&#39;Oreal Paris,3.99,Makeup|Eyes|Eye Shadow,"Brand: L&#39;Oreal Paris, Price: 3.99, Categories: Makeup|Eyes|Eye Shadow"
6973,"L'Oreal Paris Colour Riche Lipcolour, Fairest Nude, 0.13 Ounces",L&#39;Oreal Paris,5.93,Makeup|Lips|Lipstick,"Brand: L&#39;Oreal Paris, Price: 5.93, Categories: Makeup|Lips|Lipstick"
6974,"L'Oreal Paris De-Crease Eye Shadow Base, 0.20 Ounces",L&#39;Oreal Paris,5.2,Makeup|Eyes|Eye Shadow,"Brand: L&#39;Oreal Paris, Price: 5.2, Categories: Makeup|Eyes|Eye Shadow"
6975,"L'Oreal Paris Telescopic Explosion Waterproof Mascara, Blackest Black, 0.27-Fluid Ounce",L&#39;Oreal Paris,6.95,Makeup|Eyes|Mascara,"Brand: L&#39;Oreal Paris, Price: 6.95, Categories: Makeup|Eyes|Mascara"
6976,"L'Oreal Paris Wear Infinite Star Secrets Eye Quads, Milla's Blues, 0.16 Ounce",L&#39;Oreal Paris,3.73,Makeup|Eyes|Eye Shadow,"Brand: L&#39;Oreal Paris, Price: 3.73, Categories: Makeup|Eyes|Eye Shadow"
6977,"L'Oreal Paris Telescopic Mascara, Black Brown, 0.27 Ounces",L&#39;Oreal Paris,13.56,Makeup|Eyes|Mascara,"Brand: L&#39;Oreal Paris, Price: 13.56, Categories: Makeup|Eyes|Mascara"
6978,"L'Oreal Paris Colour Riche Lip Gloss, Soft Coral, 0.23 Ounces",L&#39;Oreal Paris,5.75,Makeup|Lips|Lip Glosses,"Brand: L&#39;Oreal Paris, Price: 5.75, Categories: Makeup|Lips|Lip Glosses"
6979,"L'Oreal Paris Voluminous Naturale Mascara, Blackest Black, 0.28 Ounces",L&#39;Oreal Paris,4.94,Makeup|Eyes|Mascara,"Brand: L&#39;Oreal Paris, Price: 4.94, Categories: Makeup|Eyes|Mascara"
6980,"L'Oreal Paris Infallible Never Fail Eyeliner, Brown, 0.008 Ounces",L&#39;Oreal Paris,0.13,Makeup|Eyes|Eyeliner,"Brand: L&#39;Oreal Paris, Price: 0.13, Categories: Makeup|Eyes|Eyeliner"
6981,"L'Oreal Paris Voluminous Mistake-Proof Marker Eyeliner, Black, 0.056 Ounces",L&#39;Oreal Paris,4.5,Makeup|Eyes|Eyeliner,"Brand: L&#39;Oreal Paris, Price: 4.5, Categories: Makeup|Eyes|Eyeliner"
6982,"L'Oreal Paris Colour Juice Sheer Juicy Lip Gloss, Iced Latte, 0.5-Fluid Ounce",L&#39;Oreal Paris,7.49,Makeup|Lips|Lip Glosses,"Brand: L&#39;Oreal Paris, Price: 7.49, Categories: Makeup|Lips|Lip Glosses"
6983,"L'Oreal Paris Colour Riche Star Secrets Lipcolour, Andie's Rose Carmine, 0.13 Ounce",L&#39;Oreal Paris,6.24,Makeup|Lips|Lipstick,"Brand: L&#39;Oreal Paris, Price: 6.24, Categories: Makeup|Lips|Lipstick"
6984,"L'Oreal Paris HiP Studio Secrets Professional Metallic Eye Shadow Duos, Electrified, 0.08 Ounces",L&#39;Oreal Paris,4.15,Makeup|Eyes|Eye Shadow,"Brand: L&#39;Oreal Paris, Price: 4.15, Categories: Makeup|Eyes|Eye Shadow"
6985,"L'Oreal Paris HiP Studio Secrets Professional Bright Shadow Duos, Adventurous, 0.08 Ounce",L&#39;Oreal Paris,1.35,Makeup|Eyes|Eye Shadow,"Brand: L&#39;Oreal Paris, Price: 1.35, Categories: Makeup|Eyes|Eye Shadow"
6986,"L'Oreal Paris Wear Infinite Eye Shadow Quad, Wood Rose, 0.16 Ounce",L&#39;Oreal Paris,3.99,Makeup|Eyes|Eye Shadow,"Brand: L&#39;Oreal Paris, Price: 3.99, Categories: Makeup|Eyes|Eye Shadow"
6987,"L'Oreal Paris Brow Stylist Custom Brow Shaping Pencil, Black Brown, 0.56 Ounces",L&#39;Oreal Paris,7.19,Makeup|Eyes|Eyebrow Color,"Brand: L&#39;Oreal Paris, Price: 7.19, Categories: Makeup|Eyes|Eyebrow Color"
6988,"L'Oreal Paris Voluminous Extra-Volume Collagen Mascara, Blackest Black, 0.34 Ounces",L&#39;Oreal Paris,3.99,Makeup|Eyes|Mascara,"Brand: L&#39;Oreal Paris, Price: 3.99, Categories: Makeup|Eyes|Mascara"
6989,"L'Oreal Paris Infallible Never Fail Lipliner, Brown, 0.01 Ounces",L&#39;Oreal Paris,7.93,Makeup|Lips|Lip Liners,"Brand: L&#39;Oreal Paris, Price: 7.93, Categories: Makeup|Lips|Lip Liners"
6990,"L'Oreal Paris HiP high intensity pigments Matte Eye Shadow Duos, Striking, 0.08 Ounces",L&#39;Oreal Paris,0.26,Makeup|Eyes|Eye Shadow,"Brand: L&#39;Oreal Paris, Price: 0.26, Categories: Makeup|Eyes|Eye Shadow"
6991,"L'Oreal Paris Studio Secrets Professional Eye Shadow Duos, Bronze Star, 0.08 Ounce",L&#39;Oreal Paris,5.5,Makeup|Eyes|Eye Shadow,"Brand: L&#39;Oreal Paris, Price: 5.5, Categories: Makeup|Eyes|Eye Shadow"
6992,Triple Moisture Daily Deep Conditioner Neutrogena 8.5 oz Conditioner For Unisex,Neutrogena,8.94,Hair Care|Conditioners,"Brand: Neutrogena, Price: 8.94, Categories: Hair Care|Conditioners"
6993,"L'Oreal Paris Double Extend Concentrated Lash Boosting Serum, 0.18 Ounces",L&#39;Oreal Paris,4.99,Makeup|Eyes|Mascara,"Brand: L&#39;Oreal Paris, Price: 4.99, Categories: Makeup|Eyes|Mascara"
6994,"L'Oreal Paris Telescopic Precision Liquid Waterproof Eyeliner, Dark Brown, 0.06 Ounces",L&#39;Oreal Paris,5.27,Makeup|Eyes|Eyeliner,"Brand: L&#39;Oreal Paris, Price: 5.27, Categories: Makeup|Eyes|Eyeliner"
6995,"L'Oreal Paris Wear Infinite Made for Me Naturals Eye Shadow Quads, Canyon Stone, 0.16 Ounce",L&#39;Oreal Paris,0.66,Makeup|Eyes|Eye Shadow,"Brand: L&#39;Oreal Paris, Price: 0.66, Categories: Makeup|Eyes|Eye Shadow"
6996,"L'Oreal Paris Telescopic Precision Liquid Eyeliner, Dark Brown, 0.08 Ounces",L&#39;Oreal Paris,4.96,Makeup|Eyes|Eyeliner,"Brand: L&#39;Oreal Paris, Price: 4.96, Categories: Makeup|Eyes|Eyeliner"
6997,"L'Oreal Paris Voluminous Original Mascara, Carbon Black, 0.26 Ounces",L&#39;Oreal Paris,7.87,Makeup|Eyes|Mascara,"Brand: L&#39;Oreal Paris, Price: 7.87, Categories: Makeup|Eyes|Mascara"
